5,,,,,Precious Metal Ores,,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Palladium Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Platinum Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Rhodium Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
4,,,,Silver,,,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Silver Ores,,,,,,能源及矿业-能源开采与加工-能源开采,,
4,,,,Steel,,,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Ferroalloy Ores,,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Iron And Steel Forgings,,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Iron And Steel Foundries,,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Iron Foundries,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Steel Foundries,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Iron Ores,,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Metallurgical (Coking) Coal Mining,,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,"Steel Works, Blast Furnaces, And Finishing Mills",,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Coke Ovens,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Electrometallurgical Products,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Hot Rolling Purchased Steel,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,"Steel Wire Drawing, Nails and Spikes",,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,"Steel Nails, Spikes, And Wire",,,,能源及矿业-能源开采与加工-能源开采,,
8,,,,,,,,"Cold-Rolled Steel Sheet, Strip, And Bars",,,能源及矿业-能源开采与加工-能源开采,,
8,,,,,,,,"Iron and Steel Powder, Paste, and Flake",,,能源及矿业-能源开采与加工-能源开采,,
8,,,,,,,,Laminated Steel,,,能源及矿业-能源开采与加工-能源开采,,
8,,,,,,,,Steel Pipe And Tubes,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Steel Wire Drawing,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,"Steel Works, Blast Furnaces, And Rolling Mills",,,,,能源及矿业-能源开采与加工-能源开采,,
3,,,Paper and Forest Products,,,,,,,,,,
4,,,,Forest Products,,,,,,,农林牧渔-种植及加工,,
5,,,,,Forestry Services,,,,,,农林牧渔-种植及加工,,
6,,,,,,Forest Nurseries And Tree Seed Gathering,,,,,农林牧渔-种植及加工,,
6,,,,,,Timber Tracts,,,,,农林牧渔-种植及加工,,
5,,,,,Lumber Manufacturing,,,,,,农林牧渔-种植及加工,,
6,,,,,,Drying and Finishing Timber,,,,,农林牧渔-种植及加工,,
6,,,,,,Logging,,,,,农林牧渔-种植及加工,,
6,,,,,,Sawmills And Planing Mills,,,,,农林牧渔-种植及加工,,
5,,,,,Lumber Products,,,,,,农林牧渔-种植及加工,,
6,,,,,,"Veneer, Plywood And Structural Wood Products",,,,,农林牧渔-种植及加工,,
7,,,,,,,Hardwood Dimension Lumber,,,,农林牧渔-种植及加工,,
7,,,,,,,Hardwood Veneer And Plywood,,,,农林牧渔-种植及加工,,
7,,,,,,,Millwork,,,,农林牧渔-种植及加工,,
7,,,,,,,Softwood Veneer And Plywood,,,,农林牧渔-种植及加工,,
7,,,,,,,Trusses,,,,农林牧渔-种植及加工,,
5,,,,,Wood Products,,,,,,农林牧渔-种植及加工,,
6,,,,,,Reconstituted Wood Products,,,,,农林牧渔-种植及加工,,
6,,,,,,Wood Containers,,,,,农林牧渔-种植及加工,,
6,,,,,,Wood Preserving,,,,,农林牧渔-种植及加工,,
4,,,,Paper Products,,,,,,,制造业-造纸行业,,
5,,,,,Industrial Service Paper,,,,,,制造业-造纸行业,,
6,,,,,,Carbon Paper,,,,,制造业-造纸行业,,
6,,,,,,Coated Paper,,,,,制造业-造纸行业,,
6,,,,,,Corrugated Paper,,,,,制造业-造纸行业,,
6,,,,,,Laminated Paper,,,,,制造业-造纸行业,,
6,,,,,,Newsprint Paper,,,,,制造业-造纸行业,,
6,,,,,,Tissue Paper,,,,,制造业-造纸行业,,
5,,,,,Novelty Paper,,,,,,制造业-造纸行业,,
6,,,,,,Art and Craft Paper,,,,,制造业-造纸行业,,
6,,,,,,Business Cards,,,,,制造业-造纸行业,,
6,,,,,,Gift Wrapping Paper and Bags,,,,,制造业-造纸行业,,
6,,,,,,Greeting Cards,,,,,制造业-造纸行业,,
6,,,,,,Poster Boards,,,,,制造业-造纸行业,,
5,,,,,Paper Manufacturing,,,,,,制造业-造纸行业,,
6,,,,,,Newsprint Mills,,,,,制造业-造纸行业,,
6,,,,,,Paper Mills,,,,,制造业-造纸行业,,
6,,,,,,Paperboard Mills,,,,,制造业-造纸行业,,
6,,,,,,Pulp Mills,,,,,制造业-造纸行业,,
5,,,,,Printing And Writing Paper,,,,,,制造业-造纸行业,,
6,,,,,,Computer paper,,,,,制造业-造纸行业,,
6,,,,,,Envelopes,,,,,制造业-造纸行业,,
6,,,,,,Graph Paper,,,,,制造业-造纸行业,,
6,,,,,,Paper Pads and Notebooks,,,,,制造业-造纸行业,,
6,,,,,,Stationery,,,,,制造业-造纸行业,,
6,,,,,,Writing Paper,,,,,制造业-造纸行业,,
5,,,,,Recycled Paper Products,,,,,,能源及矿业-环保节能-资源回收与利用,,
1,Industrials,,,,,,,,,,,,
2,,Capital Goods,,,,,,,,,,,
3,,,Aerospace and Defense,,,,,,,,制造业-机械设备,,
4,,,,Aerospace and Defense,,,,,,,制造业-机械设备,,
5,,,,,Aerospace and Defense Maintenance and Services,,,,,,制造业-机械设备,,
5,,,,,Aerospace Research and Development,,,,,,制造业-机械设备,,
5,,,,,Aerospace Transportation Support Systems,,,,,,制造业-机械设备,,
6,,,,,,Aircraft Deicing Equipment,,,,,制造业-机械设备,,
6,,,,,,Aircraft Refueling Equipment,,,,,制造业-机械设备,,
6,,,,,,Aircraft Testing Equipment,,,,,制造业-机械设备,,
6,,,,,,Flight Simulators,,,,,制造业-机械设备,,
5,,,,,"Aircraft Systems, Components and Equipment",,,,,,制造业-机械设备,,
6,,,,,,"Aerospace Location, Navigation, and Guidance Systems",,,,,制造业-机械设备,,
6,,,,,,Aircraft Composite Structures,,,,,制造业-机械设备,,
6,,,,,,Aircraft Emergency Systems,,,,,制造业-机械设备,,
6,,,,,,Aircraft Engines and Engine Parts,,,,,制造业-机械设备,,
6,,,,,,Aircraft Environmental Control Systems,,,,,制造业-机械设备,,
6,,,,,,Aircraft Fuel Tanks and Systems,,,,,制造业-机械设备,,
6,,,,,,Aircraft Fuselage and Components,,,,,制造业-机械设备,,
6,,,,,,Aircraft Landing and Braking Systems,,,,,制造业-机械设备,,
6,,,,,,Aircraft Propulsion Systems,,,,,制造业-机械设备,,
6,,,,,,Flight Communications Related Systems,,,,,制造业-机械设备,,
6,,,,,,Flight Instrumentation Systems,,,,,制造业-机械设备,,
6,,,,,,Fluid Power Aircraft Subassemblies,,,,,制造业-机械设备,,
5,,,,,Conventional Weapons,,,,,,制造业-机械设备,,
6,,,,,,Infantry Weapons,,,,,制造业-机械设备,,
5,,,,,Defense Electronics,,,,,,制造业-机械设备,,
6,,,,,,"Command, Control and Communication Equipment",,,,,制造业-机械设备,,
6,,,,,,Electronic Warfare Systems,,,,,制造业-机械设备,,
6,,,,,,Infrared Sensors,,,,,制造业-机械设备,,
5,,,,,Guided Missiles and Components,,,,,,制造业-机械设备,,
5,,,,,Light Weapons and Ammunition,,,,,,制造业-机械设备,,
6,,,,,,Small Arms Ammunition,,,,,制造业-机械设备,,
6,,,,,,Small Arms and Guns,,,,,制造业-机械设备,,
5,,,,,Military Aircraft,,,,,,制造业-机械设备,,
5,,,,,Military Armored Vehicles,,,,,,制造业-机械设备,,
5,,,,,Military Watercraft,,,,,,制造业-机械设备,,
6,,,,,,Submarines,,,,,制造业-机械设备,,
5,,,,,Passenger and Cargo Aircraft and Airplanes,,,,,,制造业-机械设备,,
6,,,,,,Cargo Airplanes,,,,,制造业-机械设备,,
6,,,,,,Cargo Transport Helicopters,,,,,制造业-机械设备,,
